iter	Passed	Remaining
1679	8752	43347
1680	8757	43337
1681	8761	43328
1682	8765	43318
1683	8770	43309
1684	8774	43300
1685	8778	43290
1686	8783	43281
1687	8787	43272
1688	8792	43262
1689	8796	43253
1690	8800	43244
1691	8805	43235
1692	8808	43222
1693	8813	43213
1694	8817	43204
1695	8822	43195
1696	8826	43186
1697	8830	43172
1698	8832	43153
1699	8836	43143
1700	8840	43133
1701	8845	43125
1702	8852	43126
1703	8857	43123
1704	8863	43123
1705	8869	43122
1706	8877	43130
1707	8884	43133
1708	8887	43114
1709	8891	43105
1710	8895	43096
1711	8900	43090
1712	8905	43081
1713	8909	43072
1714	8912	43053
1715	8916	43043
1716	8920	43034
1717	8924	43024
1718	8929	43015
1719	8933	43005
1720	8937	42995
1721	8941	42985
1722	8946	42976
1723	8948	42958
1724	8953	42949
1725	8957	42940
1726	8961	42931
1727	8964	42912
1728	8968	42904
1729	8973	42895
1730	8977	42887
1731	8982	42877
1732	8986	42868
1733	8990	42858
1734	8994	42848
1735	8999	42839
1736	9003	42830
1737	9008	42821
1738	9012	42813
1739	9017	42804
1740	9021	42795
1741	9025	42785
1742	9029	42776
1743	9036	42776
1744	9041	42773
1745	9048	42774
1746	9055	42777
1747	9063	42788
1748	9068	42781
1749	9072	42771
1750	9077	42763
1751	9081	42755
1752	9086	42746
1753	9090	42737
1754	9095	42729
1755	9099	42720
1756	9104	42712
1757	9108	42703
1758	9112	42694
1759	9117	42684
1760	9121	42676
1761	9125	42666
1762	9130	42657
1763	9134	42648
1764	9139	42640
1765	9143	42631
1766	9147	42622
1767	9152	42613
1768	9156	42603
1769	9160	42594
1770	9165	42585
1771	9169	42576
1772	9173	42567
1773	9177	42557
1774	9182	42548
1775	9186	42540
1776	9191	42531
1777	9195	42523
1778	9200	42516
1779	9204	42506
1780	9208	42496
1781	9213	42488
1782	9216	42472
1783	9225	42488
1784	9231	42487
1785	9240	42496
1786	9247	42502
1787	9252	42496
1788	9256	42484
1789	9261	42479
1790	9266	42474
1791	9272	42469
1792	9276	42460
1793	9280	42451
1794	9285	42443
1795	9289	42434
1796	9293	42421
1797	9297	42413
1798	9301	42403
1799	9305	42390
1800	9308	42375
1801	9312	42366
1802	9316	42356
1803	9320	42347
1804	9325	42339
1805	9329	42330
1806	9334	42322
1807	9338	42313
1808	9343	42304
1809	9347	42295
1810	9351	42285
1811	9355	42276
1812	9360	42268
1813	9364	42259
1814	9368	42250
1815	9373	42241
1816	9377	42231
1817	9381	42222
1818	9383	42204
1819	9388	42194
1820	9392	42185
1821	9397	42178
1822	9405	42187
1823	9411	42185
1824	9417	42185
1825	9425	42193
1826	9433	42198
1827	9438	42193
1828	9443	42187
1829	9448	42182
1830	9452	42173
1831	9457	42165
1832	9461	42157
1833	9466	42148
1834	9470	42139
1835	9474	42131
1836	9479	42122
1837	9483	42114
1838	9488	42106
1839	9492	42097
1840	9497	42090
1841	9501	42082
1842	9506	42074
1843	9510	42066
1844	9515	42058
1845	9519	42049
1846	9523	42040
1847	9528	42032
1848	9532	42023
1849	9536	42010
1850	9540	42002
1851	9545	41993
1852	9549	41985
1853	9553	41976
1854	9565	41998
1855	9569	41989
1856	9573	41981
1857	9578	41972
1858	9588	41990
1859	9594	41989
1860	9601	41989
1861	9607	41989
1862	9616	41999
1863	9621	41994
1864	9623	41976
1865	9627	41968
1866	9632	41960
1867	9635	41945
1868	9639	41935
1869	9643	41926
1870	9647	41917
1871	9652	41908
1872	9656	41900
1873	9659	41883
1874	9663	41874
1875	9667	41866
1876	9672	41857
1877	9676	41849
1878	9681	41841
1879	9685	41833
1880	9690	41825
1881	9694	41817
1882	9698	41809
1883	9703	41800
1884	9707	41790
1885	9711	41782
1886	9716	41774
1887	9718	41757
1888	9723	41749
1889	9727	41741
1890	9732	41733
1891	9736	41725
1892	9741	41717
1893	9745	41709
1894	9749	41700
1895	9754	41692
1896	9758	41682
1897	9762	41674
1898	9767	41666
1899	9777	41683
1900	9783	41682
1901	9789	41681
1902	9799	41696
1903	9804	41690
1904	9808	41681
1905	9813	41673
1906	9817	41665
1907	9822	41657
1908	9826	41649
1909	9830	41639
1910	9835	41632
1911	9839	41623
1912	9843	41611
1913	9847	41603
1914	9852	41595
1915	9856	41585
1916	9860	41578
1917	9863	41561
1918	9867	41553
1919	9870	41539
1920	9873	41522
1921	9877	41514
1922	9881	41505
1923	9886	41497
1924	9889	41483
1925	9893	41475
1926	9897	41466
1927	9902	41457
1928	9906	41448
1929	9910	41440
1930	9915	41432
1931	9919	41423
1932	9924	41416
1933	9928	41407
1934	9932	41398
1935	9937	41391
1936	9941	41382
1937	9946	41375
1938	9950	41367
1939	9954	41358
1940	9961	41357
1941	9966	41355
1942	9972	41353
1943	9978	41351
1944	9983	41345
1945	9990	41347
1946	9995	41342
1947	10000	41336
1948	10005	41330
1949	10009	41321
1950	10013	41312
1951	10016	41296
1952	10018	41279
1953	10022	41271
1954	10027	41263
1955	10031	41254
1956	10036	41247
1957	10040	41239
1958	10044	41230
1959	10049	41222
1960	10053	41214
1961	10058	41206
1962	10062	41197
1963	10066	41189
1964	10069	41173
1965	10073	41165
1966	10078	41157
1967	10082	41149
1968	10086	41141
1969	10091	41133
1970	10095	41125
1971	10100	41117
1972	10104	41109
1973	10108	41100
1974	10112	41091
1975	10117	41084
1976	10121	41075
1977	10126	41067
1978	10130	41058
1979	10134	41051
1980	10139	41042
1981	10146	41046
1982	10152	41046
1983	10158	41044
1984	10166	41051
1985	10174	41056
1986	10178	41048
1987	10183	41040
1988	10187	41031
1989	10191	41023
1990	10196	41015
1991	10200	41007
1992	10205	40999
1993	10209	40991
1994	10213	40983
1995	10218	40975
1996	10222	40968
1997	10227	40961
1998	10231	40952
1999	10236	40944
2000	10240	40936
2001	10245	40928
2002	10249	40920
2003	10253	40912
2004	10257	40904
2005	10262	40896
2006	10267	40889
2007	10271	40881
2008	10273	40865
2009	10278	40856
2010	10282	40848
2011	10287	40841
2012	10291	40834
2013	10294	40818
2014	10298	40810
2015	10302	40801
2016	10306	40793
2017	10311	40785
2018	10316	40778
2019	10320	40771
2020	10325	40764
2021	10331	40763
2022	10337	40762
2023	10343	40759
2024	10349	40759
2025	10358	40769
2026	10364	40766
2027	10368	40758
2028	10373	40751
2029	10375	40735
2030	10379	40727
2031	10384	40719
2032	10388	40710
2033	10391	40698
2034	10395	40687
2035	10399	40678
2036	10403	40670
2037	10407	40658
2038	10411	40649
2039	10415	40642
2040	10418	40628
2041	10423	40620
2042	10427	40612
2043	10431	40604
2044	10434	40590
2045	10439	40583
2046	10443	40575
2047	10453	40589
2048	10459	40588
2049	10464	40582
2050	10467	40567
2051	10471	40559
2052	10476	40551
2053	10480	40543
2054	10484	40534
2055	10488	40526
2056	10493	40519
2057	10497	40511
2058	10502	40504
2059	10506	40495
2060	10510	40488
2061	10517	40488
2062	10523	40487
2063	10529	40487
2064	10539	40498
2065	10544	40494
2066	10549	40486
2067	10553	40479
2068	10558	40471
2069	10562	40463
2070	10566	40456
2071	10571	40448
2072	10575	40441
2073	10580	40433
2074	10582	40417
2075	10587	40410
2076	10591	40401
2077	10596	40395
2078	10600	40388
2079	10604	40380
2080	10609	40372
2081	10613	40364
2082	10617	40355
2083	10622	40347
2084	10626	40338
2085	10630	40331
2086	10634	40323
2087	10639	40314
2088	10642	40304
2089	10647	40296
2090	10651	40289
2091	10655	40280
2092	10660	40272
2093	10662	40256
2094	10666	40248
2095	10671	40240
2096	10675	40233
2097	10680	40225
2098	10684	40218
2099	10689	40212
2100	10693	40204
2101	10697	40194
2102	10700	40181
2103	10705	40177
2104	10710	40172
2105	10714	40160
2106	10722	40165
2107	10730	40173
2108	10735	40168
2109	10738	40155
2110	10743	40148
2111	10747	40141
2112	10752	40133
2113	10756	40126
2114	10761	40118
2115	10765	40112
2116	10770	40104
2117	10774	40096
2118	10779	40089
2119	10783	40082
2120	10788	40075
2121	10792	40067
2122	10796	40058
2123	10801	40051
2124	10805	40042
2125	10809	40035
2126	10811	40020
2127	10816	40012
2128	10820	40004
2129	10825	39996
2130	10829	39989
2131	10833	39981
2132	10838	39974
2133	10842	39967
2134	10845	39952
2135	10850	39946
2136	10854	39939
2137	10859	39931
2138	10863	39924
2139	10868	39917
2140	10872	39909
2141	10877	39903
2142	10885	39908
2143	10891	39908
2144	10898	39909
2145	10909	39927
2146	10914	39919
2147	10918	39912
2148	10922	39905
2149	10927	39896
2150	10931	39888
2151	10935	39880
2152	10940	39873
2153	10944	39865
2154	10949	39858
2155	10953	39851
2156	10957	39843
2157	10962	39835
2158	10964	39822
2159	10969	39814
2160	10973	39807
2161	10978	39799
2162	10982	39792
2163	10987	39785
2164	10991	39777
2165	10996	39771
2166	11000	39762
2167	11002	39747
2168	11007	39740
2169	11011	39733
2170	11015	39725
2171	11020	39717
2172	11024	39709
2173	11029	39702
2174	11033	39694
2175	11037	39686
2176	11042	39679
2177	11046	39671
2178	11050	39664
2179	11055	39657
2180	11062	39657
2181	11067	39655
2182	11074	39654
2183	11080	39654
2184	11089	39664
2185	11094	39656
2186	11098	39649
2187	11103	39642
2188	11107	39634
2189	11111	39626
2190	11115	39617
2191	11120	39611
2192	11124	39604
2193	11127	39589
2194	11130	39579
2195	11135	39572
2196	11139	39564
2197	11144	39557
2198	11148	39548
2199	11152	39540
2200	11157	39533
2201	11161	39525
2202	11165	39518
2203	11170	39512
2204	11175	39507
2205	11180	39500
2206	11182	39485
2207	11186	39477
2208	11191	39470
2209	11195	39463
2210	11199	39455
2211	11204	39448
2212	11208	39440
2213	11213	39433
2214	11217	39424
2215	11221	39416
2216	11225	39409
2217	11230	39401
2218	11234	39394
2219	11238	39386
2220	11245	39385
2221	11251	39384
2222	11257	39383
2223	11261	39373
2224	11269	39381
2225	11275	39377
2226	11280	39373
2227	11285	39368
2228	11289	39360
2229	11294	39352
2230	11298	39344
2231	11302	39336
2232	11305	39323
2233	11309	39315
2234	11312	39303
2235	11317	39299
2236	11323	39294
2237	11328	39288
2238	11333	39284
2239	11340	39287
2240	11346	39285
2241	11351	39279
2242	11355	39271
2243	11360	39264
2244	11365	39258
2245	11369	39251
2246	11373	39244
2247	11378	39236
2248	11380	39222
2249	11384	39214
2250	11389	39207
2251	11393	39199
2252	11397	39191
2253	11402	39184
2254	11406	39176
2255	11411	39170
2256	11415	39163
2257	11420	39156
2258	11425	39151
2259	11431	39150
2260	11437	39147
2261	11444	39148
2262	11448	39141
2263	11455	39143
2264	11459	39134
2265	11462	39122
2266	11466	39114
2267	11471	39108
2268	11475	39100
2269	11478	39086
2270	11482	39079
2271	11486	39071
2272	11491	39064
2273	11495	39057
2274	11499	39049
2275	11504	39042
2276	11508	39035
2277	11513	39027
2278	11517	39020
2279	11522	39013
2280	11526	39006
2281	11529	38992
2282	11531	38978
2283	11535	38971
2284	11540	38963
2285	11544	38956
2286	11548	38949
2287	11553	38941
2288	11556	38931
2289	11561	38924
2290	11565	38918
2291	11570	38910
2292	11574	38904
2293	11578	38894
2294	11582	38886
2295	11586	38878
2296	11591	38871
2297	11595	38864
2298	11600	38856
2299	11606	38854
2300	11612	38853
2301	11618	38852
2302	11624	38852
2303	11632	38855
2304	11637	38852
2305	11642	38843
2306	11646	38837
2307	11651	38830
2308	11655	38823
2309	11659	38816
2310	11664	38808
2311	11666	38794
2312	11671	38787
2313	11675	38780
2314	11679	38773
2315	11683	38763
2316	11687	38755
2317	11692	38748
2318	11696	38741
2319	11698	38727
2320	11703	38722
2321	11708	38714
2322	11712	38706
2323	11716	38698
2324	11720	38691
2325	11725	38684
2326	11729	38677
2327	11734	38670
2328	11738	38663
2329	11742	38655
2330	11747	38648
2331	11751	38641
2332	11756	38634
2333	11760	38626
2334	11764	38619
2335	11769	38612
2336	11773	38605
2337	11777	38597
2338	11782	38591
2339	11788	38588
2340	11793	38585
2341	11799	38583
2342	11806	38584
2343	11815	38591
2344	11820	38587
2345	11825	38580
2346	11829	38572
2347	11833	38565
2348	11837	38557
2349	11842	38550
2350	11846	38542
2351	11850	38535
2352	11855	38527
2353	11859	38520
2354	11863	38513
2355	11868	38505
2356	11872	38498
2357	11877	38492
2358	11881	38485
2359	11886	38478
2360	11890	38471
2361	11894	38463
2362	11899	38456
2363	11903	38449
2364	11908	38443
2365	11912	38435
2366	11916	38428
2367	11921	38421
2368	11925	38414
2369	11929	38406
2370	11934	38399
2371	11938	38392
2372	11942	38385
2373	11945	38371
2374	11949	38364
2375	11953	38356
2376	11957	38348
2377	11962	38341
2378	11967	38335
2379	11972	38332
2380	11978	38329
2381	11983	38324
2382	11993	38334
2383	11998	38330
2384	12003	38326
2385	12008	38319
2386	12012	38312
2387	12016	38305
2388	12021	38298
2389	12025	38291
2390	12030	38284
2391	12034	38277
2392	12039	38270
2393	12043	38263
2394	12047	38256
2395	12052	38248
2396	12055	38239
2397	12060	38232
2398	12064	38225
2399	12068	38218
2400	12072	38208
2401	12075	38197
2402	12080	38191
2403	12084	38184
2404	12089	38177
2405	12093	38170
2406	12096	38157
2407	12098	38144
2408	12102	38137
2409	12107	38130
2410	12111	38123
2411	12115	38115
2412	12120	38108
2413	12124	38101
2414	12128	38094
2415	12133	38088
2416	12138	38081
2417	12142	38074
2418	12148	38071
2419	12153	38068
2420	12163	38077
2421	12172	38084
2422	12177	38079
2423	12181	38071
2424	12185	38064
2425	12190	38058
2426	12194	38050
2427	12199	38044
2428	12201	38032
2429	12206	38025
2430	12210	38017
2431	12215	38011
2432	12219	38003
2433	12229	38016
2434	12234	38008
2435	12236	37995
2436	12240	37988
2437	12245	37981
2438	12249	37974
2439	12254	37967
2440	12258	37960
2441	12263	37954
2442	12267	37946
2443	12271	37940
2444	12276	37933
2445	12280	37926
2446	12285	37920
2447	12289	37912
2448	12293	37904
2449	12298	37898
2450	12302	37891
2451	12306	37884
2452	12311	37876
2453	12315	37870
2454	12320	37863
2455	12324	37857
2456	12330	37854
2457	12336	37852
2458	12342	37850
2459	12347	37846
2460	12356	37852
2461	12361	37847
2462	12366	37843
2463	12369	37829
2464	12373	37823
2465	12377	37816
2466	12382	37808
2467	12386	37801
2468	12390	37795
2469	12395	37788
2470	12400	37782
2471	12404	37774
2472	12408	37767
2473	12410	37754
2474	12415	37747
2475	12420	37741
2476	12424	37734
2477	12428	37728
2478	12433	37721
2479	12437	37714
2480	12442	37708
2481	12446	37701
2482	12451	37695
2483	12453	37682
2484	12458	37676
2485	12463	37670
2486	12467	37663
2487	12471	37656
2488	12476	37649
2489	12480	37642
2490	12485	37636
2491	12489	37628
2492	12493	37622
2493	12498	37615
2494	12502	37608
2495	12507	37603
2496	12515	37607
2497	12522	37607
2498	12530	37612
2499	12540	37622
2500	12545	37615
2501	12549	37608
2502	12554	37602
2503	12558	37595
2504	12562	37588
2505	12567	37582
2506	12571	37575
2507	12576	37568
2508	12580	37561
2509	12584	37553
2510	12589	37546
2511	12593	37539
2512	12597	37533
2513	12600	37520
2514	12604	37513
2515	12608	37506
2516	12613	37499
2517	12616	37489
2518	12621	37483
2519	12625	37476
2520	12630	37469
2521	12634	37462
2522	12636	37449
2523	12641	37443
2524	12645	37436
2525	12650	37429
2526	12654	37423
2527	12658	37415
2528	12663	37408
2529	12667	37402
2530	12672	37395
2531	12676	37388
2532	12680	37381
2533	12685	37375
2534	12688	37364
2535	12694	37361
2536	12699	37359
2537	12708	37363
2538	12716	37368
2539	12720	37361
2540	12725	37354
2541	12729	37347
2542	12734	37341
2543	12738	37334
2544	12743	37328
2545	12747	37321
2546	12751	37314
2547	12756	37308
2548	12758	37295
2549	12762	37287
2550	12768	37283
2551	12772	37277
2552	12777	37272
2553	12783	37267
2554	12788	37263
2555	12792	37256
2556	12796	37249
2557	12801	37242
2558	12805	37235
2559	12810	37229
2560	12814	37221
2561	12818	37214
2562	12820	37201
2563	12824	37194
2564	12829	37187
2565	12833	37181
2566	12836	37169
2567	12840	37162
2568	12845	37156
2569	12849	37149
2570	12854	37143
2571	12858	37136
2572	12864	37132
2573	12869	37129
2574	12878	37135
2575	12886	37138
2576	12894	37141
2577	12899	37137
2578	12904	37131
2579	12908	37124
2580	12912	37117
2581	12917	37110
2582	12921	37103
2583	12925	37097
2584	12930	37090
2585	12935	37084
2586	12939	37078
2587	12944	37071
2588	12948	37065
2589	12953	37058
2590	12957	37052
2591	12960	37040
2592	12962	37027
2593	12966	37020
2594	12970	37013
2595	12975	37006
2596	12979	36999
2597	12984	36993
2598	12988	36987
2599	12992	36979
2600	12997	36972
2601	13001	36966
2602	13005	36959
2603	13010	36951
2604	13014	36945
2605	13019	36938
2606	13023	36931
2607	13027	36925
2608	13032	36918
2609	13036	36912
2610	13041	36907
2611	13047	36905
2612	13053	36903
2613	13058	36897
2614	13066	36900
2615	13072	36899
2616	13077	36894
2617	13083	36891
2618	13088	36887
2619	13093	36882
2620	13099	36879
2621	13108	36885
2622	13114	36883
2623	13119	36877
2624	13123	36870
2625	13127	36863
2626	13131	36856
2627	13136	36849
2628	13140	36842
2629	13144	36835
2630	13149	36829
2631	13153	36822
2632	13158	36815
2633	13160	36803
2634	13165	36797
2635	13169	36790
2636	13173	36783
2637	13176	36771
2638	13180	36763
2639	13184	36757
2640	13188	36750
2641	13193	36743
2642	13198	36738
2643	13202	36731
2644	13206	36724
2645	13211	36718
2646	13215	36711
2647	13221	36709
2648	13227	36706
2649	13233	36704
2650	13239	36702
2651	13244	36697
2652	13252	36700
2653	13256	36693
2654	13261	36686
2655	13265	36679
2656	13269	36673
2657	13274	36666
2658	13278	36659
2659	13282	36652
2660	13287	36646
2661	13291	36639
2662	13296	36632
2663	13300	36626
2664	13305	36620
2665	13309	36614
2666	13314	36607
2667	13318	36601
2668	13323	36594
2669	13327	36588
2670	13331	36581
2671	13336	36575
2672	13340	36568
2673	13345	36561
2674	13349	36554
2675	13353	36547
2676	13358	36541
2677	13362	36534
2678	13364	36522
2679	13369	36516
2680	13373	36510
2681	13378	36503
2682	13382	36497
2683	13387	36490
2684	13391	36483
2685	13395	36476
2686	13403	36480
2687	13409	36477
2688	13415	36474
2689	13422	36474
2690	13427	36469
2691	13434	36471
2692	13439	36466
2693	13442	36455
2694	13447	36450
2695	13452	36445
2696	13457	36441
2697	13462	36436
2698	13467	36431
2699	13472	36425
2700	13476	36419
2701	13481	36412
2702	13485	36405
2703	13489	36399
2704	13494	36391
2705	13498	36385
2706	13502	36378
2707	13507	36371
2708	13510	36362
2709	13514	36355
2710	13519	36349
2711	13523	36343
2712	13528	36336
2713	13532	36329
2714	13536	36322
2715	13539	36310
2716	13543	36303
2717	13547	36297
2718	13552	36290
2719	13556	36283
2720	13560	36277
2721	13565	36270
2722	13569	36263
2723	13574	36257
2724	13578	36250
2725	13583	36246
2726	13589	36243
2727	13598	36248
2728	13607	36255
2729	13610	36245
2730	13615	36239
2731	13619	36232
2732	13624	36226
2733	13628	36220
2734	13633	36213
2735	13637	36207
2736	13640	36195
2737	13644	36188
2738	13648	36182
2739	13651	36170
2740	13655	36163
2741	13659	36156
2742	13664	36150
2743	13668	36143
2744	13672	36137
2745	13676	36128
2746	13680	36119
2747	13682	36108
2748	13684	36096
2749	13689	36089
2750	13693	36082
2751	13697	36076
2752	13702	36069
2753	13706	36063
2754	13710	36055
2755	13715	36049
2756	13719	36043
2757	13723	36036
2758	13728	36029
2759	13732	36023
2760	13737	36016
2761	13741	36009
2762	13745	36002
2763	13749	35996
2764	13754	35990
2765	13759	35984
2766	13764	35981
2767	13770	35977
2768	13783	35994
2769	13790	35994
2770	13795	35989
2771	13800	35985
2772	13803	35973
2773	13808	35969
2774	13811	35960
2775	13816	35955
2776	13821	35950
2777	13826	35945
2778	13832	35941
2779	13836	35935
2780	13841	35931
2781	13846	35926
2782	13851	35921
2783	13857	35916
2784	13862	35911
2785	13867	35907
2786	13872	35902
2787	13877	35898
2788	13882	35893
2789	13887	35889
2790	13892	35884
2791	13897	35879
2792	13903	35875
2793	13907	35869
2794	13912	35863
2795	13916	35856
2796	13920	35849
2797	13925	35843
2798	13929	35836
2799	13933	35830
2800	13938	35825
2801	13945	35824
2802	13950	35819
2803	13957	35819
2804	13967	35826
2805	13972	35821
2806	13984	35835
2807	13990	35833
2808	13995	35827
2809	13999	35821
2810	14003	35814
2811	14008	35807
2812	14012	35801
2813	14017	35795
2814	14021	35788
2815	14025	35781
2816	14030	35774
2817	14034	35768
2818	14039	35762
2819	14043	35756
2820	14047	35749
2821	14052	35742
2822	14056	35735
2823	14060	35729
2824	14065	35723
2825	14067	35711
2826	14072	35705
2827	14074	35693
2828	14078	35687
2829	14082	35680
2830	14087	35673
2831	14089	35662
2832	14094	35655
2833	14096	35644
2834	14101	35638
2835	14105	35631
2836	14109	35625
2837	14114	35619
2838	14121	35620
2839	14125	35611
2840	14131	35609
2841	14137	35608
2842	14141	35600
2843	14148	35600
2844	14153	35595
2845	14157	35588
2846	14162	35583
2847	14166	35576
2848	14171	35569
2849	14175	35563
2850	14179	35556
2851	14184	35549
2852	14188	35543
2853	14193	35537
2854	14197	35531
2855	14200	35520
2856	14204	35513
2857	14208	35507
2858	14214	35503
2859	14218	35496
2860	14220	35485
2861	14225	35478
2862	14229	35472
2863	14234	35466
2864	14238	35459
2865	14242	35452
2866	14245	35442
2867	14250	35436
2868	14254	35430
2869	14258	35423
2870	14262	35416
2871	14267	35409
2872	14271	35402
2873	14273	35391
2874	14277	35384
2875	14280	35373
2876	14284	35366
2877	14292	35367
2878	14297	35363
2879	14303	35361
2880	14310	35360
2881	14322	35372
2882	14326	35366
2883	14330	35359
2884	14335	35354
2885	14339	35348
2886	14344	35341
2887	14348	35334
2888	14353	35328
2889	14357	35322
2890	14361	35315
2891	14366	35309
2892	14370	35303
2893	14373	35291
2894	14377	35285
2895	14381	35278
2896	14386	35272
2897	14388	35261
2898	14392	35255
2899	14397	35248
2900	14401	35241
2901	14405	35235
2902	14410	35228
2903	14414	35222
2904	14418	35216
2905	14423	35209
2906	14427	35203
2907	14431	35196
2908	14436	35189
2909	14440	35183
2910	14444	35176
2911	14447	35165
2912	14451	35159
2913	14456	35152
2914	14460	35146
2915	14464	35139
2916	14471	35138
2917	14477	35136
2918	14483	35133
2919	14491	35137
2920	14497	35135
2921	14502	35128
2922	14506	35123
2923	14511	35116
2924	14514	35107
2925	14518	35100
2926	14522	35093
2927	14527	35087
2928	14531	35081
2929	14535	35074
2930	14540	35068
2931	14545	35062
2932	14549	35056
2933	14553	35050
2934	14558	35044
2935	14562	35037
2936	14566	35031
2937	14571	35024
2938	14575	35018
2939	14580	35012
2940	14584	35005
2941	14588	34998
2942	14593	34992
2943	14597	34985
2944	14601	34979
2945	14606	34973
2946	14610	34967
2947	14615	34961
2948	14619	34954
2949	14623	34947
2950	14627	34941
2951	14632	34934
2952	14636	34928
2953	14641	34922
2954	14645	34917
2955	14652	34916
2956	14657	34911
2957	14669	34922
2958	14675	34920
2959	14679	34914
2960	14684	34907
2961	14688	34901
2962	14692	34894
2963	14697	34888
2964	14701	34882
2965	14706	34875
2966	14710	34869
2967	14714	34862
2968	14718	34856
2969	14723	34850
2970	14727	34843
2971	14731	34836
2972	14733	34825
2973	14738	34819
2974	14742	34813
2975	14747	34806
2976	14751	34800
2977	14756	34794
2978	14760	34788
2979	14765	34782
2980	14769	34776
2981	14774	34769
2982	14778	34763
2983	14782	34757
2984	14786	34750
2985	14791	34744
2986	14795	34737
2987	14799	34731
2988	14804	34724
2989	14808	34718
2990	14812	34711
2991	14817	34705
2992	14819	34694
2993	14825	34692
2994	14832	34690
2995	14837	34687
2996	14853	34707
2997	14859	34706
2998	14864	34699
2999	14868	34693
3000	14872	34686
3001	14877	34680
3002	14881	34674
3003	14885	34667
3004	14890	34660
3005	14894	34654
3006	14898	34647
3007	14902	34640
3008	14906	34632
3009	14910	34625
3010	14915	34620
3011	14919	34614
3012	14924	34608
3013	14928	34601
3014	14932	34595
3015	14937	34589
3016	14939	34578
3017	14943	34571
3018	14948	34565
3019	14952	34559
3020	14957	34553
3021	14961	34547
3022	14966	34541
3023	14970	34535
3024	14974	34528
3025	14979	34522
3026	14983	34516
3027	14988	34510
3028	14992	34504
3029	14996	34497
3030	15001	34492
3031	15007	34488
3032	15012	34484
3033	15018	34482
3034	15027	34485
3035	15034	34485
3036	15038	34478
3037	15043	34473
3038	15047	34466
3039	15051	34459
3040	15055	34452
3041	15059	34446
3042	15063	34439
3043	15068	34433
3044	15072	34426
3045	15076	34420
3046	15081	34415
3047	15086	34409
3048	15090	34403
3049	15094	34396
3050	15099	34389
3051	15103	34383
3052	15108	34377
3053	15112	34372
3054	15116	34365
3055	15121	34359
3056	15125	34353
3057	15130	34347
3058	15134	34341
3059	15139	34334
3060	15143	34328
3061	15147	34322
3062	15152	34316
3063	15156	34309
3064	15160	34302
3065	15164	34296
3066	15168	34289
3067	15173	34283
3068	15178	34278
3069	15183	34275
3070	15191	34277
3071	15199	34277
3072	15207	34279
3073	15211	34272
3074	15216	34267
3075	15220	34261
3076	15224	34254
3077	15229	34248
3078	15233	34242
3079	15238	34236
3080	15240	34225
3081	15242	34214
3082	15247	34208
3083	15251	34201
3084	15255	34195
3085	15260	34189
3086	15264	34183
3087	15268	34176
3088	15273	34170
3089	15277	34164
3090	15281	34157
3091	15286	34151
3092	15290	34145
3093	15295	34139
3094	15299	34133
3095	15304	34127
3096	15308	34121
3097	15313	34115
3098	15317	34109
3099	15321	34102
3100	15326	34096
3101	15330	34090
3102	15334	34084
3103	15338	34077
3104	15341	34066
3105	15345	34060
3106	15349	34052
3107	15353	34047
3108	15358	34041
3109	15363	34037
3110	15375	34046
3111	15383	34048
3112	15386	34039
3113	15391	34034
3114	15395	34027
3115	15399	34021
3116	15403	34014
3117	15408	34008
3118	15412	34001
3119	15416	33995
3120	15421	33989
3121	15425	33983
3122	15430	33977
3123	15434	33971
3124	15438	33965
3125	15443	33959
3126	15447	33953
3127	15452	33947
3128	15456	33940
3129	15460	33934
3130	15464	33927
3131	15469	33921
3132	15473	33915
3133	15478	33909
3134	15482	33903
3135	15486	33897
3136	15491	33891
3137	15495	33884
3138	15500	33878
3139	15504	33872
3140	15508	33866
3141	15513	33860
3142	15516	33851
3143	15520	33844
3144	15524	33839
3145	15529	33833
3146	15536	33833
3147	15542	33830
3148	15548	33828
3149	15558	33832
3150	15564	33830
3151	15569	33825
3152	15571	33814
3153	15575	33808
3154	15580	33802
3155	15584	33796
3156	15588	33789
3157	15593	33783
3158	15597	33777
3159	15601	33770
3160	15605	33764
3161	15608	33753
3162	15612	33747
3163	15616	33741
3164	15621	33735
3165	15625	33728
3166	15629	33721
3167	15634	33715
3168	15638	33709
3169	15642	33702
3170	15647	33697
3171	15651	33690
3172	15655	33684
3173	15659	33677
3174	15664	33671
3175	15668	33665
3176	15672	33659
3177	15676	33652
3178	15681	33646
3179	15685	33640
3180	15690	33634
3181	15692	33623
3182	15696	33617
3183	15701	33611
3184	15717	33631
3185	15722	33625
3186	15727	33622
3187	15736	33625
3188	15742	33621
3189	15745	33612
3190	15749	33607
3191	15752	33597
3192	15756	33591
3193	15761	33584
3194	15764	33576
3195	15769	33570
3196	15773	33565
3197	15777	33558
3198	15782	33552
3199	15786	33545
3200	15790	33539
3201	15795	33533
3202	15799	33527
3203	15803	33521
3204	15808	33515
3205	15811	33506
3206	15815	33499
3207	15819	33494
3208	15824	33487
3209	15828	33481
3210	15832	33475
3211	15837	33469
3212	15841	33463
3213	15846	33457
3214	15850	33451
3215	15854	33445
3216	15859	33438
3217	15863	33432
3218	15867	33426
3219	15872	33420
3220	15876	33414
3221	15881	33409
3222	15885	33402
3223	15890	33397
3224	15896	33395
3225	15902	33392
3226	15909	33390
3227	15918	33395
3228	15921	33385
3229	15925	33379
3230	15929	33372
3231	15934	33367
3232	15938	33361
