iter	RMSE
570	74.20532218
571	74.18774953
572	74.18087138
573	74.16494098
574	74.12812749
575	74.1145103
576	74.11450188
577	74.08098353
578	74.07726755
579	74.05815725
580	74.042569
581	74.03776215
582	74.0334567
583	74.0316097
584	74.02496547
585	74.00875826
586	74.00736479
587	73.99990553
588	73.98528816
589	73.98021069
590	73.93570313
591	73.93085586
592	73.91368506
593	73.90548263
594	73.87884916
595	73.87084081
596	73.8699345
597	73.86233541
598	73.83202537
599	73.81105025
600	73.79829349
601	73.78050815
602	73.77142488
603	73.74317567
604	73.73646286
605	73.71642778
606	73.71205073
607	73.69859648
608	73.68268104
609	73.6765472
610	73.67045244
611	73.65634495
612	73.63796254
613	73.62544454
614	73.60872757
615	73.59843752
616	73.55643841
617	73.55643579
618	73.55570747
619	73.55245128
620	73.53651073
621	73.52472892
622	73.48694629
623	73.48293282
624	73.47561579
625	73.46649966
626	73.45990887
627	73.44564051
628	73.43005828
629	73.41084066
630	73.40054075
631	73.38621021
632	73.36969062
633	73.35665241
634	73.31969171
635	73.29621266
636	73.28471188
637	73.26154122
638	73.25380147
639	73.24214958
640	73.20932657
641	73.20036665
642	73.19757391
643	73.18120302
644	73.17690786
645	73.16719125
646	73.16215047
647	73.16208372
648	73.13949818
649	73.12101775
650	73.10157771
651	73.09540896
652	73.09412352
653	73.07506459
654	73.05935918
655	73.05741561
656	73.05004664
657	73.04159536
658	73.04159418
659	73.0363467
660	73.0008055
661	72.99312401
662	72.96668389
663	72.93263033
664	72.92364957
665	72.92061265
666	72.91104525
667	72.88250068
668	72.87590847
669	72.84406866
670	72.83538969
671	72.81531006
672	72.80390623
673	72.78092406
674	72.77428508
675	72.75121109
676	72.73341212
677	72.69832706
678	72.68813268
679	72.6659683
680	72.66190135
681	72.64684332
682	72.64095788
683	72.63243998
684	72.6269472
685	72.61145094
686	72.60712455
687	72.59033
688	72.59003286
689	72.57306272
690	72.56010503
691	72.54479844
692	72.5303275
693	72.51684447
694	72.51427561
695	72.51343846
696	72.48081554
697	72.48081514
698	72.45905591
699	72.42941386
700	72.42796541
701	72.42395022
702	72.42280839
703	72.41019611
704	72.39246259
705	72.38651631
706	72.38197673
707	72.37114542
708	72.36632528
709	72.36182774
710	72.35668989
711	72.34204493
712	72.33484658
713	72.32803864
714	72.31383002
715	72.30365746
716	72.29098793
717	72.27512232
718	72.25773949
719	72.25504094
720	72.2402604
721	72.23677827
722	72.21350242
723	72.2090471
724	72.19223861
725	72.19028076
726	72.17943187
727	72.17566529
728	72.17540263
729	72.16050213
730	72.14970469
731	72.14531679
732	72.11858395
733	72.11510315
734	72.10675914
735	72.09968589
736	72.06955455
737	72.01940911
738	72.01214618
739	72.01197117
740	72.01158192
741	71.99399632
742	71.98195975
743	71.98195911
744	71.97689636
745	71.96187145
746	71.94846653
747	71.93482384
748	71.92730633
749	71.91726913
750	71.90880257
751	71.89303059
752	71.89105802
753	71.87435887
754	71.85726724
755	71.83090055
756	71.82965209
757	71.81024183
758	71.7981071
759	71.79543494
760	71.75539992
761	71.75056133
762	71.7407532
763	71.71433985
764	71.71016422
765	71.70255133
766	71.7022942
767	71.70041436
768	71.69087631
769	71.67461072
770	71.65763979
771	71.64777194
772	71.6342838
773	71.62203715
774	71.61290386
775	71.60718204
776	71.60067664
777	71.58912874
778	71.57871272
779	71.56334355
780	71.54970389
781	71.52505435
782	71.50023022
783	71.49801333
784	71.47372415
785	71.45357992
786	71.45045024
787	71.44861615
788	71.43632728
789	71.40977782
790	71.40765944
791	71.38780376
792	71.38626704
793	71.3634492
794	71.36279842
795	71.35756494
796	71.3496738
797	71.32122872
798	71.32101272
799	71.3105948
800	71.29301656
801	71.26708842
802	71.25882992
803	71.25868329
804	71.25443534
805	71.24537807
806	71.22895515
807	71.22400041
808	71.21849352
809	71.21374374
810	71.21085962
811	71.19990608
812	71.19512022
813	71.18022927
814	71.17642412
815	71.15876845
816	71.1433981
817	71.14088408
818	71.13374685
819	71.12663589
820	71.12190095
821	71.10852874
822	71.10083933
823	71.09099012
824	71.07560297
825	71.06220076
826	71.03691378
827	71.01703479
828	70.99645421
829	70.98626897
830	70.98237915
831	70.98224255
832	70.98048841
833	70.97506339
834	70.94566072
835	70.94566019
836	70.94553635
837	70.92437636
838	70.92354854
839	70.91963684
840	70.91947875
841	70.9171356
842	70.90909374
843	70.88349439
844	70.88340302
845	70.85843329
846	70.85813203
847	70.83678141
848	70.81471094
849	70.79620205
850	70.79120379
851	70.78838501
852	70.77546337
853	70.7507601
854	70.74259081
855	70.71775126
856	70.70906119
857	70.68708854
858	70.67188178
859	70.65387261
860	70.65292602
861	70.65276213
862	70.64916576
863	70.61630506
864	70.60040159
865	70.59243653
866	70.58126398
867	70.58108273
868	70.56453414
869	70.5359091
870	70.51998725
871	70.51762055
872	70.51010207
873	70.50690792
874	70.50287789
875	70.48544009
876	70.48201743
877	70.47830338
878	70.47519756
879	70.47417769
880	70.46431663
881	70.46054122
882	70.44773886
883	70.42820995
884	70.41147217
885	70.40757128
886	70.40733459
887	70.40715771
888	70.39149039
889	70.39148608
890	70.37298037
891	70.35051985
892	70.34471216
893	70.32548728
894	70.32399945
895	70.31674077
896	70.29582796
897	70.28890022
898	70.28690172
899	70.28327324
900	70.27001621
901	70.25754926
902	70.24833075
903	70.2475296
904	70.24737075
905	70.23231996
906	70.21539008
907	70.20087547
908	70.20052817
909	70.199046
910	70.19904363
911	70.198957
912	70.18455589
913	70.1742969
914	70.16159603
915	70.16111699
916	70.13671334
917	70.10987113
918	70.1097759
919	70.10740443
920	70.09942494
921	70.06734289
922	70.06731314
923	70.05784908
924	70.0566032
925	70.05435541
926	70.05419091
927	70.03902987
928	70.03900309
929	70.03791232
930	70.03559272
931	70.03322685
932	70.02018966
933	70.01270715
934	70.00758741
935	69.99620601
936	69.98231148
937	69.96225829
938	69.94893748
939	69.9381524
940	69.91784144
941	69.88673787
942	69.87132191
943	69.86759147
944	69.86144058
945	69.83564329
946	69.8230963
947	69.81976479
948	69.80941089
949	69.80421909
950	69.77669224
951	69.76367621
952	69.76143016
953	69.75613305
954	69.75035267
955	69.74297947
956	69.74135257
957	69.73468432
958	69.71905881
959	69.71436608
960	69.71108447
961	69.69808401
962	69.67968788
963	69.66660001
964	69.6598917
965	69.65481901
966	69.64746372
967	69.64731948
968	69.63730875
969	69.62011161
970	69.61570431
971	69.61547587
972	69.61319384
973	69.60356261
974	69.59380805
975	69.5890838
976	69.58650238
977	69.55915506
978	69.5570585
979	69.52585378
980	69.52460751
981	69.51444098
982	69.50275274
983	69.50204133
984	69.4833369
985	69.47827878
986	69.47510448
987	69.46929046
988	69.4519828
989	69.4387605
990	69.43028959
991	69.4275803
992	69.39943699
993	69.39511343
994	69.37871305
995	69.3694846
996	69.35753032
997	69.34937471
998	69.34288135
999	69.32487403
1000	69.31427518
1001	69.31026727
1002	69.30017857
1003	69.29902421
1004	69.28297235
1005	69.2787981
1006	69.26754883
1007	69.26075424
1008	69.235431
1009	69.23418164
1010	69.23001941
1011	69.22871617
1012	69.21277036
1013	69.21205865
1014	69.19112024
1015	69.18784986
1016	69.18695922
1017	69.18336794
1018	69.17555029
1019	69.17398233
1020	69.16734502
1021	69.15680304
1022	69.13940441
1023	69.11838223
1024	69.11528482
1025	69.11028397
1026	69.10665857
1027	69.09310488
1028	69.07707849
1029	69.06186543
1030	69.06047962
1031	69.06045312
1032	69.05933657
1033	69.04944604
1034	69.03413851
1035	69.03288294
1036	69.03063611
1037	69.01340209
1038	69.01240003
1039	69.00048349
1040	68.99219074
1041	68.99124485
1042	68.96796184
1043	68.9540801
1044	68.95289325
1045	68.94012673
1046	68.9381546
1047	68.92581825
1048	68.92398162
1049	68.89955681
1050	68.89751625
1051	68.88371667
1052	68.88230152
1053	68.86979027
1054	68.85844909
1055	68.85180969
1056	68.84849212
1057	68.83287708
1058	68.82861769
1059	68.82794723
1060	68.82395453
1061	68.81564815
1062	68.80221416
1063	68.79708252
1064	68.79076727
1065	68.78651876
1066	68.78577218
1067	68.76505479
1068	68.76181987
1069	68.76131443
1070	68.75406591
1071	68.75203654
1072	68.74228617
1073	68.74102427
1074	68.7250396
1075	68.72373911
1076	68.70784859
1077	68.70274807
1078	68.70000547
1079	68.69900486
1080	68.69316637
1081	68.69129597
1082	68.67729023
1083	68.66860514
1084	68.65909042
1085	68.65817371
1086	68.65085733
1087	68.64907953
1088	68.64764272
1089	68.63754609
1090	68.63269247
1091	68.61444151
1092	68.60666434
1093	68.59547214
1094	68.5926319
1095	68.59006594
1096	68.58603442
1097	68.58088984
1098	68.56784508
1099	68.5561891
1100	68.55077806
1101	68.54953852
1102	68.54540977
1103	68.54449286
1104	68.53459945
1105	68.52867425
1106	68.5252494
1107	68.52054566
1108	68.50744193
1109	68.50465426
1110	68.49738319
1111	68.49410153
1112	68.48450058
1113	68.47565468
1114	68.46274802
1115	68.45278342
1116	68.44574564
1117	68.43413698
1118	68.43100327
1119	68.43023511
1120	68.41727731
1121	68.40010266
1122	68.3879475
1123	68.38689649
1124	68.36370114
1125	68.36203999
1126	68.35854005
1127	68.3440345
1128	68.31006902
1129	68.28945087
1130	68.28378531
1131	68.28300124
1132	68.27567567
1133	68.26007352
1134	68.24339672
1135	68.24296869
1136	68.23427181
1137	68.23096282
1138	68.22204062
1139	68.20447438
1140	68.18302189
1141	68.1797621
1142	68.16232894
1143	68.15841136
1144	68.13871174
1145	68.13505596
1146	68.12408083
1147	68.11095625
1148	68.09561827
1149	68.08038336
1150	68.07537172
1151	68.07537163
1152	68.06429931
1153	68.05280705
1154	68.05037265
1155	68.04972139
1156	68.04369106
1157	68.0341726
1158	68.02556721
1159	68.01459318
1160	68.01274199
1161	68.00043673
1162	67.99935614
1163	67.99170773
1164	67.9875255
1165	67.97869274
1166	67.96364035
1167	67.95329958
1168	67.94775666
1169	67.93748383
1170	67.91821724
1171	67.90676541
1172	67.89945181
1173	67.88846364
1174	67.88499853
1175	67.86628595
1176	67.86200705
1177	67.85439168
1178	67.85213039
1179	67.84778608
1180	67.84346412
1181	67.83309436
1182	67.82970744
1183	67.82846127
1184	67.81631755
1185	67.81506805
1186	67.80211021
1187	67.79151786
1188	67.78088104
1189	67.77038762
1190	67.76610847
1191	67.7628249
1192	67.75975521
1193	67.75451224
1194	67.74328687
1195	67.71808795
1196	67.70371378
1197	67.70089213
1198	67.69489474
1199	67.69454555
1200	67.69205213
1201	67.67572109
1202	67.67140645
1203	67.6663409
1204	67.66531316
1205	67.64556769
1206	67.63591192
1207	67.6334839
1208	67.62361464
1209	67.62311822
1210	67.61859332
1211	67.61859261
1212	67.61531835
1213	67.59459146
1214	67.58245833
1215	67.56908976
1216	67.56418196
1217	67.5607854
1218	67.55825934
1219	67.55532335
1220	67.54415594
1221	67.52830698
1222	67.52380802
1223	67.51910133
1224	67.51779017
1225	67.49306409
1226	67.49055738
1227	67.49055675
1228	67.48386711
1229	67.46711813
1230	67.46628039
1231	67.46193754
1232	67.46152844
1233	67.46031411
1234	67.459838
1235	67.4566371
1236	67.45044685
1237	67.44861247
1238	67.44199173
1239	67.43279492
1240	67.43279443
1241	67.43151651
1242	67.41643149
1243	67.41585486
1244	67.40962969
1245	67.40308294
1246	67.39260622
1247	67.38172067
1248	67.38108441
1249	67.37513585
1250	67.36424824
1251	67.35777353
1252	67.35749035
1253	67.35696318
1254	67.35568963
1255	67.3547064
1256	67.33791005
1257	67.30969377
1258	67.30708103
1259	67.30701618
1260	67.30627098
1261	67.30500621
1262	67.29556696
1263	67.29241419
1264	67.28936991
1265	67.28934155
1266	67.27320642
1267	67.26733294
1268	67.25678786
1269	67.25589596
1270	67.25306381
1271	67.23864127
1272	67.22619882
1273	67.21448529
1274	67.2134547
1275	67.20024512
1276	67.19103732
1277	67.18710992
1278	67.1835916
1279	67.17822156
1280	67.1707247
1281	67.16555017
1282	67.1602263
1283	67.16006099
1284	67.15927025
1285	67.14912538
1286	67.14617721
1287	67.12582751
1288	67.11606478
1289	67.11070758
1290	67.09749505
1291	67.09423874
1292	67.0935418
1293	67.08612822
1294	67.08300547
1295	67.06859822
1296	67.04999259
1297	67.02412264
1298	67.01340294
1299	67.00243498
1300	66.99508838
1301	66.98171019
1302	66.97610995
1303	66.97507592
1304	66.9607028
1305	66.9581171
1306	66.94815844
1307	66.94001115
1308	66.93705727
1309	66.93656637
1310	66.93651965
1311	66.93539981
1312	66.91753988
1313	66.90841543
1314	66.90565816
1315	66.87951984
1316	66.87075864
1317	66.86816932
1318	66.86602678
1319	66.86578229
1320	66.86115873
1321	66.85413294
1322	66.85244635
1323	66.85130864
1324	66.83687953
1325	66.83480988
1326	66.81450651
1327	66.8076615
1328	66.7954508
1329	66.79511468
1330	66.78847913
1331	66.77267696
1332	66.77234189
1333	66.7687349
1334	66.76187501
1335	66.75621152
1336	66.75006865
1337	66.74641986
1338	66.73552643
1339	66.72794023
1340	66.72301213
1341	66.72300747
1342	66.71284476
1343	66.7050651
1344	66.69092784
1345	66.68633478
1346	66.68138475
1347	66.6792603
1348	66.67925268
1349	66.67577944
1350	66.67272819
1351	66.65934747
1352	66.65214014
1353	66.63104732
1354	66.62656042
1355	66.62262298
1356	66.62148218
1357	66.61830185
1358	66.61524196
1359	66.61163739
1360	66.6034863
1361	66.6012558
1362	66.59989198
1363	66.5997508
1364	66.59044407
1365	66.58744143
1366	66.5701304
1367	66.56630847
1368	66.556246
1369	66.55624241
1370	66.54099556
1371	66.5270179
1372	66.51496856
1373	66.5019275
1374	66.49368027
1375	66.48456836
1376	66.48407909
1377	66.46860244
1378	66.46761352
1379	66.45896866
1380	66.45249887
1381	66.44848073
1382	66.43789845
1383	66.43635634
1384	66.43602934
1385	66.41257497
1386	66.41005439
1387	66.39792621
1388	66.37225533
1389	66.35995937
1390	66.35942213
1391	66.35334838
1392	66.3481758
1393	66.33792522
1394	66.32314812
1395	66.30429629
1396	66.29195599
1397	66.27953573
1398	66.27064024
1399	66.26997698
1400	66.26996507
1401	66.26902389
1402	66.26902277
1403	66.2618199
1404	66.25023203
1405	66.24058519
1406	66.23077035
1407	66.21434056
1408	66.17105826
1409	66.15623792
1410	66.15587722
1411	66.15587655
1412	66.14868807
1413	66.13931026
1414	66.1365515
1415	66.13322133
1416	66.13008419
1417	66.12498643
1418	66.12410847
1419	66.11466084
1420	66.11441693
1421	66.11260652
1422	66.11215538
1423	66.10069057
1424	66.10037217
1425	66.09762343
1426	66.09637735
1427	66.09474364
1428	66.08186394
1429	66.07826978
1430	66.07305189
1431	66.05902702
1432	66.05830698
1433	66.05467428
1434	66.0494839
1435	66.04173382
1436	66.03048862
1437	66.02963168
1438	66.02271284
1439	66.01783799
1440	66.0149851
1441	65.9988242
1442	65.96849447
1443	65.96620375
1444	65.96395492
1445	65.95188077
1446	65.9424535
1447	65.93547451
1448	65.93102104
1449	65.92192359
1450	65.91664185
1451	65.91113736
1452	65.90898267
1453	65.90316691
1454	65.88995006
1455	65.87479291
1456	65.87427299
1457	65.87131739
1458	65.8479986
1459	65.83968471
1460	65.83029831
1461	65.82989407
1462	65.81916448
1463	65.79248868
1464	65.78454631
1465	65.76983044
1466	65.76957463
1467	65.75446084
1468	65.746643
1469	65.74330081
1470	65.73051836
1471	65.72358243
1472	65.71163421
1473	65.70919376
1474	65.70887667
1475	65.70773365
1476	65.69663917
1477	65.68097312
1478	65.66887134
1479	65.66067165
1480	65.65239194
1481	65.65181722
1482	65.65014657
1483	65.63499217
1484	65.62608294
1485	65.6160874
1486	65.61165129
1487	65.60488941
1488	65.60129991
1489	65.5878907
1490	65.57384517
1491	65.5673683
1492	65.56736646
1493	65.55925243
1494	65.54783686
1495	65.54479739
1496	65.54403842
1497	65.5417824
1498	65.5376046
1499	65.53430974
1500	65.52493343
1501	65.5125926
1502	65.50689137
1503	65.50657106
1504	65.50338098
1505	65.4845562
1506	65.47616305
1507	65.46937533
1508	65.4681087
1509	65.46228457
1510	65.45964403
1511	65.45759403
1512	65.45522954
1513	65.45023949
1514	65.44131978
1515	65.43876295
1516	65.43719274
1517	65.431331
1518	65.42977246
1519	65.40768731
1520	65.4043534
1521	65.39696383
1522	65.37645883
1523	65.36873748
1524	65.33586188
1525	65.32270274
1526	65.31912076
1527	65.31169643
1528	65.30869935
1529	65.26678168
1530	65.26195251
1531	65.25652489
1532	65.25579145
1533	65.25360497
1534	65.2340522
1535	65.22571814
1536	65.22311952
1537	65.21865436
1538	65.20908232
1539	65.20469085
1540	65.20090991
1541	65.19213481
1542	65.1876024
1543	65.18275947
1544	65.17520845
1545	65.17511937
1546	65.17307138
1547	65.1648849
1548	65.16409336
1549	65.16375191
1550	65.15666411
1551	65.14198456
1552	65.13141559
1553	65.12394917
1554	65.11588682
1555	65.11228194
1556	65.10389315
1557	65.10342635
1558	65.09761152
1559	65.09466458
1560	65.08463414
1561	65.07942293
1562	65.07853836
1563	65.07411237
1564	65.06797089
1565	65.05727711
1566	65.05692367
1567	65.04833935
1568	65.04573379
1569	65.03344567
1570	65.02456086
1571	65.02130211
1572	65.02076324
1573	65.01467842
1574	65.00822144
1575	65.00062974
1576	64.99917977
1577	64.9860198
1578	64.98601835
1579	64.98175336
1580	64.97476046
1581	64.96321094
1582	64.95686986
1583	64.94333311
1584	64.93779004
1585	64.93218988
1586	64.9264338
1587	64.92109195
1588	64.92038241
1589	64.91772573
1590	64.91072194
1591	64.9082575
1592	64.90440911
1593	64.90022664
1594	64.89229635
1595	64.88807174
1596	64.88178722
1597	64.87979314
1598	64.87789073
1599	64.86888917
1600	64.85244404
1601	64.84894737
1602	64.84805932
1603	64.84566604
1604	64.84364726
1605	64.84341376
1606	64.83921022
1607	64.83767642
1608	64.82069402
1609	64.81381015
1610	64.81305412
1611	64.81064267
1612	64.80273332
1613	64.79270177
1614	64.7789274
1615	64.76605449
1616	64.75597958
1617	64.75569154
1618	64.75112468
1619	64.74850548
1620	64.73413405
1621	64.72411599
1622	64.70966888
1623	64.69884227
1624	64.68786906
1625	64.67416334
1626	64.67266742
1627	64.67194812
1628	64.66761533
1629	64.66399798
1630	64.65630971
1631	64.65488877
1632	64.65351369
1633	64.6460739
1634	64.6456516
1635	64.64401939
1636	64.63614748
1637	64.6354908
1638	64.63544421
1639	64.63544265
1640	64.63021925
1641	64.62662447
1642	64.62662336
1643	64.62364381
1644	64.6144829
1645	64.61421876
1646	64.61147523
1647	64.60844532
1648	64.60765019
1649	64.60763468
1650	64.59863268
1651	64.5985947
1652	64.59216341
1653	64.59216225
1654	64.58567637
1655	64.57375607
1656	64.57130297
1657	64.5602165
1658	64.55059589
1659	64.54975559
1660	64.54812792
1661	64.54564895
1662	64.54170215
1663	64.53440774
1664	64.5246945
1665	64.51816322
1666	64.51816205
